SubmissionID,PlacementStatus,SessionId,TalkIndex,OverflowOrder,UpdatedAt
EkezORA,scheduled,cccd4d03-347d-52b0-b665-32aa63eeffd8,3,,2026-04-17T13:57:12
Ekg7Jgr,scheduled,c39d5181-fe34-5d91-a10a-d23cd0855326,1,,2026-03-13T15:45:59
Ekr1WEr,unassigned,,,,2026-04-03T09:22:33
EkrAoql,unassigned,,,,2026-04-03T09:22:13
EkrELQX,scheduled,d43d90bd-6011-5501-9e3d-c96cee718ee9,2,,2026-03-13T15:50:16
EkrG9Kr,unassigned,,,,2026-04-03T09:21:56
EkrGEaL,scheduled,1dfa0fde-83eb-5bb4-b138-46e1220a5bb0,2,,2026-04-16T16:52:50
EkrJ1BN,unassigned,,,,2026-04-15T13:31:57
EkrbWJA,scheduled,e563db19-44ce-54ff-819a-d0a9a42ec08d,1,,2026-04-16T17:14:32
Gx4ZDa2,unassigned,,,,2026-04-03T09:21:36
GxQeWpZ,overflow,68750050-01be-5c35-b256-29c008d72a94,,1,2026-04-20T11:31:32
Gxj5oOz,scheduled,cccd4d03-347d-52b0-b665-32aa63eeffd8,1,,2026-04-17T13:57:12
GxjA2qQ,unassigned,,,,2026-04-03T09:21:15
GxjBl2O,scheduled,6dae8a17-981c-5a51-ac6a-b02d20d7d7ef,3,,2026-04-17T13:57:12
GxjQd7k,scheduled,9b81adf0-bbf5-5aa7-8ae7-80cb4848e870,1,,2026-04-16T10:12:29
GxjapeO,unassigned,,,,2026-04-07T08:17:57
GxjqYRj,scheduled,e986af98-f462-5a10-98ce-0eb2f2de5d7b,4,,2026-04-16T17:39:47
J9ZGAe7,scheduled,b2df1c97-1cc2-542f-8d98-d5a7ccdce4c0,4,,2026-03-13T14:33:56
J9ZYKrR,scheduled,e986af98-f462-5a10-98ce-0eb2f2de5d7b,1,,2026-04-16T17:39:47
J9ZbOJR,scheduled,accae8d9-491f-5dec-abdb-92a4c46e8fb8,4,,2026-04-16T17:58:32
J9Zbpbo,scheduled,8ad77046-2194-51d2-a4e6-158286fcbb70,4,,2026-04-16T17:39:47
J9Zr2k7,scheduled,5cd277dc-236b-5446-90a9-91107748be21,1,,2026-03-13T15:45:39
J9xP0gd,scheduled,3c9638a1-b8ec-579d-9b03-db9e812cecbf,3,,2026-04-23T09:39:59
KYN4OW8,overflow,9b1a9d79-3169-5bc9-9c6b-f580eed17b86,,1,2026-04-23T10:05:16
KYN4ovk,scheduled,fc078143-8b47-5477-92aa-5b10e01e9606,3,,2026-04-14T16:04:56
KYNAvjD,overflow,d43d90bd-6011-5501-9e3d-c96cee718ee9,,2,2026-04-20T09:28:18
KYNNdpX,scheduled,9b1a9d79-3169-5bc9-9c6b-f580eed17b86,4,,2026-04-23T10:05:16
KYNOVO7,scheduled,ad22a049-0377-59a2-be44-10f92dbc12d2,3,,2026-04-16T17:40:43
KYNOoWg,scheduled,e563db19-44ce-54ff-819a-d0a9a42ec08d,2,,2026-04-16T17:14:32
KYNZdQM,scheduled,e935d0b6-13cc-5def-b109-5ec23fdacf31,1,,2026-03-13T15:55:25
KYRaz5g,unassigned,,,,2026-04-03T09:20:00
KYyv2jV,scheduled,7448eb9b-ec23-556a-a343-efcfb18d9533,2,,2026-03-11T09:45:20
LZqBvrJ,scheduled,047638b2-e25d-5208-a921-2bba9e84aef1,3,,2026-03-12T15:15:49
LZqJ8L2,scheduled,31906b2c-c000-59fd-8ddf-13870d65d099,1,,2026-04-16T18:02:41
MeQ29aE,scheduled,ad22a049-0377-59a2-be44-10f92dbc12d2,2,,2026-04-16T17:40:43
MeQYA1g,unassigned,,,,2026-04-03T09:19:43
MeQbbg0,scheduled,56231a19-45e2-5615-80f6-438e9d4331ab,3,,2026-04-16T17:50:22
MeQlKA0,scheduled,37da9863-4612-5354-b833-fda2b2d1d2d4,4,,2026-04-23T09:39:31
MeQlkME,scheduled,6dae8a17-981c-5a51-ac6a-b02d20d7d7ef,2,,2026-04-17T13:57:12
Meq4xYX,scheduled,047638b2-e25d-5208-a921-2bba9e84aef1,1,,2026-03-12T15:15:02
MeqXd0k,scheduled,68750050-01be-5c35-b256-29c008d72a94,1,,2026-04-20T11:31:32
NpQaJYb,scheduled,56231a19-45e2-5615-80f6-438e9d4331ab,1,,2026-04-16T17:50:22
NpgjoVB,scheduled,1917c625-ce29-5625-8d12-7103451f1eff,1,,2026-04-16T09:53:43
OD9Wga7,scheduled,1d96e9ed-ae3b-5699-976b-48f927e48672,2,,2026-04-20T11:31:32
ODe87qp,scheduled,1c4f8af1-1d0a-5f7f-9cf3-7c619c978ee9,4,,2026-03-12T15:46:44
ODe98Y7,scheduled,deb4e105-4f8c-51f2-840e-fc0742ac3a57,3,,2026-03-13T10:49:24
ODeAXPK,scheduled,8ad77046-2194-51d2-a4e6-158286fcbb70,3,,2026-04-16T17:39:47
ODeEEQ8,scheduled,cccd4d03-347d-52b0-b665-32aa63eeffd8,4,,2026-04-17T13:57:12
ODeK8YR,unassigned,,,,2026-04-03T09:18:56
ODeV2PR,unassigned,,,,2026-04-03T09:18:37
ODeZ8Z8,scheduled,c39d5181-fe34-5d91-a10a-d23cd0855326,3,,2026-03-13T15:45:59
ODerGpk,scheduled,accae8d9-491f-5dec-abdb-92a4c46e8fb8,2,,2026-04-16T17:58:32
PdPYZNQ,unassigned,,,,2026-04-15T13:42:23
PdWJZG0,scheduled,658e910e-d02f-5910-a524-3901a3790f9a,5,,2026-04-16T17:18:43
PdWLjGe,scheduled,7448eb9b-ec23-556a-a343-efcfb18d9533,4,,2026-04-15T15:55:07
PdWyE6b,unassigned,,,,2026-04-03T09:19:14
Pde76Gb,scheduled,27f42dfe-9ba9-5c14-be2e-6a9aa3a4730c,2,,2026-04-20T11:26:03
PdelMQ5,scheduled,658e910e-d02f-5910-a524-3901a3790f9a,3,,2026-04-16T17:18:43
PdexX7e,scheduled,620636b8-d741-5183-8682-cb63daf22fe3,4,,2026-03-13T11:30:23
Pdg2Zbe,scheduled,accae8d9-491f-5dec-abdb-92a4c46e8fb8,3,,2026-04-16T17:58:32
QKXojZA,scheduled,60ccb7da-0f57-5d46-8ed3-8debe06ec73e,3,,2026-04-16T17:50:22
QKaJA1G,scheduled,c1d88216-5324-5a47-bdc7-da54ebf27b49,4,,2026-04-17T10:52:45
QKaaeKA,scheduled,fc078143-8b47-5477-92aa-5b10e01e9606,4,,2026-04-16T11:50:56
QKaq9OA,scheduled,1917c625-ce29-5625-8d12-7103451f1eff,5,,2026-04-16T17:25:45
QKarvEX,scheduled,c1d88216-5324-5a47-bdc7-da54ebf27b49,1,,2026-03-13T15:17:44
QKj2jxA,scheduled,e4cd29f1-458a-5a2e-89c6-7907fa8ef9a6,4,,2026-04-16T09:40:48
QKjXqWg,scheduled,620636b8-d741-5183-8682-cb63daf22fe3,1,,2026-03-13T11:30:23
RG2yxaK,scheduled,658e910e-d02f-5910-a524-3901a3790f9a,4,,2026-04-16T17:18:43
RG6Q5MP,scheduled,37da9863-4612-5354-b833-fda2b2d1d2d4,3,,2026-04-23T09:39:31
RG6QXQp,scheduled,eba1a77d-338c-5e5b-bbc0-2ccc6e36359b,1,,2026-03-25T16:31:45
RG6QpLp,scheduled,611aa61f-0d61-560f-97f4-79d0862d0847,5,,2026-04-16T13:31:48
RG6VqXv,scheduled,9b1a9d79-3169-5bc9-9c6b-f580eed17b86,3,,2026-04-23T10:05:16
RG6aBWd,scheduled,2a55714b-f765-506d-8046-13d635efd106,3,,2026-04-16T17:18:43
RG6bKDj,scheduled,6acc60bf-d163-5123-8123-231aea71b0ad,2,,2026-04-17T11:18:17
RG6gYEl,scheduled,620636b8-d741-5183-8682-cb63daf22fe3,2,,2026-03-13T11:30:23
RG6lNed,scheduled,d43d90bd-6011-5501-9e3d-c96cee718ee9,1,,2026-03-13T15:50:16
VLADOPy,scheduled,e5916265-4004-5fac-8378-9594e1b32d11,1,,2026-03-13T11:06:03
VLB68eN,scheduled,bea91d85-2037-5c80-8095-b1d16d1a3b69,4,,2026-03-13T15:56:05
VLB6Eqa,scheduled,1c4f8af1-1d0a-5f7f-9cf3-7c619c978ee9,1,,2026-03-12T13:03:41
VLBAeZ6,scheduled,e935d0b6-13cc-5def-b109-5ec23fdacf31,3,,2026-04-14T16:20:01
VLBXQea,scheduled,e986af98-f462-5a10-98ce-0eb2f2de5d7b,2,,2026-04-16T17:39:47
VLBaRe6,scheduled,d428973d-a7d4-54e4-b686-c46994d469dc,2,,2026-04-23T09:39:59
VLBdD1E,scheduled,e4cd29f1-458a-5a2e-89c6-7907fa8ef9a6,2,,2026-03-25T17:19:26
VLBveLa,scheduled,eba1a77d-338c-5e5b-bbc0-2ccc6e36359b,3,,2026-04-14T14:39:08
VLBxL4g,scheduled,5ee3ee2f-96aa-5880-b10e-8747cd12cfb9,1,,2026-04-17T14:01:12
VLBy6eN,scheduled,4aa8d497-3de4-514f-90d7-717d0d810645,4,,2026-04-16T11:56:05
WOZoQLj,scheduled,28edddfb-ed41-5e9f-9aa7-962c992bf6a1,4,,2026-04-14T15:55:03
WOgqP8e,scheduled,487ac190-888e-4880-bf19-63b2eab82c54,1,,2026-04-16T15:16:30
WOk6qvP,scheduled,d428973d-a7d4-54e4-b686-c46994d469dc,4,,2026-04-23T09:39:59
WOkBD0k,scheduled,b2df1c97-1cc2-542f-8d98-d5a7ccdce4c0,1,,2026-03-13T14:29:27
WOkXNGJ,scheduled,ddffb4ab-92ad-59fd-88f4-b232a74ade81,1,,2026-04-17T14:01:12
WOkYB8J,scheduled,e4cd29f1-458a-5a2e-89c6-7907fa8ef9a6,1,,2026-04-17T10:50:37
WOkj14j,overflow,4aa8d497-3de4-514f-90d7-717d0d810645,,1,2026-04-16T18:06:38
WOkpMgj,scheduled,9b3ed785-58c5-52a3-a353-e9c05addc8f7,2,,2026-04-14T14:25:50
Xx8gDX4,scheduled,1dfa0fde-83eb-5bb4-b138-46e1220a5bb0,4,,2026-04-16T16:53:21
XxkaKRY,scheduled,0bf1aa12-2ee6-5327-bff9-6da25d94a416,2,,2026-04-16T17:59:22
Xxkpb0d,scheduled,31906b2c-c000-59fd-8ddf-13870d65d099,3,,2026-04-16T18:02:41
XxvYZZP,scheduled,d428973d-a7d4-54e4-b686-c46994d469dc,1,,2026-04-23T09:39:59
Y5KKgVW,scheduled,338c97eb-78b3-5047-96db-d3656f18d647,2,,2026-04-23T10:05:41
Y5Kbkad,unassigned,,,,2026-04-15T13:53:36
Y5vANd0,scheduled,d30149c9-7b15-5a97-aa72-e9e5755eea67,4,,2026-04-16T17:36:33
Y5voxBJ,scheduled,fc078143-8b47-5477-92aa-5b10e01e9606,2,,2026-04-17T10:54:54
ZjL7d20,scheduled,60ccb7da-0f57-5d46-8ed3-8debe06ec73e,2,,2026-04-16T17:50:22
ZjLAB8B,scheduled,ae11df5a-5c45-54a1-aeda-9cf5f855f737,3,,2026-04-16T17:59:22
ZjLgXeV,scheduled,60ccb7da-0f57-5d46-8ed3-8debe06ec73e,1,,2026-04-17T11:03:42
ZjLr46e,scheduled,ad22a049-0377-59a2-be44-10f92dbc12d2,4,,2026-04-16T17:40:43
ZjLzKpz,scheduled,31906b2c-c000-59fd-8ddf-13870d65d099,2,,2026-04-16T18:02:41
ZjZE81e,scheduled,c1d88216-5324-5a47-bdc7-da54ebf27b49,3,,2026-04-15T16:07:15
Zjyk77V,unassigned,,,,2026-04-03T09:18:16
aQPXB0b,scheduled,4aa8d497-3de4-514f-90d7-717d0d810645,2,,2026-03-13T13:32:40
aQPgxav,scheduled,5cd277dc-236b-5446-90a9-91107748be21,2,,2026-03-13T15:45:39
aQgBVO9,scheduled,fc078143-8b47-5477-92aa-5b10e01e9606,1,,2026-04-14T15:23:30
b56X580,scheduled,1917c625-ce29-5625-8d12-7103451f1eff,2,,2026-03-25T15:55:36
b5EEB2Z,scheduled,1c4f8af1-1d0a-5f7f-9cf3-7c619c978ee9,2,,2026-03-12T13:04:13
b5EEplg,unassigned,,,,2026-04-03T09:17:57
b5EMBxE,scheduled,9b3ed785-58c5-52a3-a353-e9c05addc8f7,3,,2026-04-16T17:29:33
b5EMdag,unassigned,,,,2026-04-15T14:01:06
b5ypLWo,scheduled,e5916265-4004-5fac-8378-9594e1b32d11,4,,2026-04-15T15:53:22
dW1M8Wz,scheduled,6acc60bf-d163-5123-8123-231aea71b0ad,1,,2026-04-17T11:17:58
dW1ybVN,scheduled,1c4f8af1-1d0a-5f7f-9cf3-7c619c978ee9,3,,2026-03-12T13:04:38
dW412MN,scheduled,e563db19-44ce-54ff-819a-d0a9a42ec08d,5,,2026-04-16T17:20:24
dW41vvN,scheduled,011a7233-bcc7-5b49-a46e-68dde9d47718,3,,2026-03-13T15:59:09
dW47gjd,scheduled,d30149c9-7b15-5a97-aa72-e9e5755eea67,3,,2026-04-16T17:36:33
dW4jBMD,unassigned,,,,2026-04-15T12:59:31
dWpbRAV,scheduled,c040ca03-5a2e-565d-b328-a889f0d6bd24,3,,2026-04-16T17:58:32
eq86Lox,scheduled,1917c625-ce29-5625-8d12-7103451f1eff,3,,2026-03-25T15:56:01
eqj724E,scheduled,27f42dfe-9ba9-5c14-be2e-6a9aa3a4730c,4,,2026-04-16T18:02:41
eqjjA9o,scheduled,28edddfb-ed41-5e9f-9aa7-962c992bf6a1,1,,2026-03-13T15:27:34
eqjr15x,scheduled,d428973d-a7d4-54e4-b686-c46994d469dc,3,,2026-04-23T09:39:59
eqjxgDl,scheduled,27f42dfe-9ba9-5c14-be2e-6a9aa3a4730c,3,,2026-04-16T18:02:41
eqjy54k,scheduled,5cd277dc-236b-5446-90a9-91107748be21,3,,2026-03-13T15:45:39
eqjydAO,scheduled,8dac8193-1c28-5458-b3da-41a493b121bb,3,,2026-04-16T09:49:44
gD1E0ED,scheduled,011a7233-bcc7-5b49-a46e-68dde9d47718,2,,2026-03-13T15:59:09
gDplN0D,scheduled,45494c18-33d0-5dd6-8146-6b7a6246f57b,4,,2026-03-12T13:06:36
gDrpqZJ,scheduled,cda98b9f-87ed-54b3-92c7-790687dc2106,3,,2026-03-13T12:55:38
gDx5JaN,scheduled,6acc60bf-d163-5123-8123-231aea71b0ad,3,,2026-04-17T11:18:40
gDxxKyK,scheduled,56231a19-45e2-5615-80f6-438e9d4331ab,4,,2026-04-16T17:50:22
jaXDylY,scheduled,6acc60bf-d163-5123-8123-231aea71b0ad,4,,2026-04-17T11:20:32
jaYd8W6,scheduled,accae8d9-491f-5dec-abdb-92a4c46e8fb8,1,,2026-04-16T17:58:32
jagovdQ,scheduled,847db82a-f93c-52b1-a16b-c1533f4fc0bf,1,,2026-04-16T17:18:23
jaqEpx6,scheduled,e5916265-4004-5fac-8378-9594e1b32d11,2,,2026-03-13T11:06:03
jaqLBa4,scheduled,5ee3ee2f-96aa-5880-b10e-8747cd12cfb9,3,,2026-04-17T14:01:12
jaqNON9,scheduled,28edddfb-ed41-5e9f-9aa7-962c992bf6a1,2,,2026-03-13T15:28:31
jaqWYB6,scheduled,8ad77046-2194-51d2-a4e6-158286fcbb70,5,,2026-04-16T17:53:48
jaqjP1J,scheduled,0ceb8cba-17bc-50d3-b55f-75deb14ed429,1,,2026-04-23T09:37:18
jaqp4oY,scheduled,847db82a-f93c-52b1-a16b-c1533f4fc0bf,2,,2026-04-16T17:18:23
kdQ4Gx1,scheduled,9b3ed785-58c5-52a3-a353-e9c05addc8f7,4,,2026-03-13T15:57:46
kdQrJdJ,scheduled,e5916265-4004-5fac-8378-9594e1b32d11,3,,2026-04-15T15:53:45
kdpjbPr,scheduled,28edddfb-ed41-5e9f-9aa7-962c992bf6a1,3,,2026-04-14T15:53:46
kdxb6Xd,scheduled,5ee3ee2f-96aa-5880-b10e-8747cd12cfb9,4,,2026-04-17T14:01:12
lb1G8vk,overflow,e4cd29f1-458a-5a2e-89c6-7907fa8ef9a6,,1,2026-04-17T12:33:02
lb1aE66,scheduled,9372e55b-7794-5e8a-8941-47672d73c1b4,3,,2026-03-11T10:04:07
lb91oKV,unassigned,,,,2026-04-03T09:17:04
lb9g5OV,scheduled,a2e83f99-35e1-5d1a-86c3-331f3229cc75,1,,2026-04-20T11:29:52
lbY5DWV,scheduled,bea91d85-2037-5c80-8095-b1d16d1a3b69,1,,2026-03-13T15:56:05
ob1JeoM,unassigned,,,,2026-04-03T09:17:25
ob1WyWO,scheduled,85079871-f72b-53f9-ada7-b5583da10de3,3,,2026-03-13T11:14:37
ob1jKBM,scheduled,cccd4d03-347d-52b0-b665-32aa63eeffd8,2,,2026-04-17T13:57:12
obQjNYb,unassigned,,,,2026-04-15T13:55:21
obY68YO,overflow,28edddfb-ed41-5e9f-9aa7-962c992bf6a1,,1,2026-04-20T09:14:58
obaEXbO,scheduled,8dac8193-1c28-5458-b3da-41a493b121bb,5,,2026-04-16T17:52:56
obaQWR1,scheduled,1917c625-ce29-5625-8d12-7103451f1eff,4,,2026-03-25T15:58:22
obaRReb,scheduled,c1d88216-5324-5a47-bdc7-da54ebf27b49,2,,2026-04-14T14:17:21
obaVMYx,scheduled,e935d0b6-13cc-5def-b109-5ec23fdacf31,4,,2026-03-13T15:55:25
obaZ8DM,scheduled,0ceb8cba-17bc-50d3-b55f-75deb14ed429,2,,2026-03-13T10:19:33
obaZLLM,scheduled,7448eb9b-ec23-556a-a343-efcfb18d9533,1,,2026-03-13T13:04:23
obaaMBx,scheduled,338c97eb-78b3-5047-96db-d3656f18d647,3,,2026-04-23T10:05:41
obaaVOP,scheduled,a2e83f99-35e1-5d1a-86c3-331f3229cc75,2,,2026-04-20T11:29:52
obadaB1,scheduled,8dac8193-1c28-5458-b3da-41a493b121bb,2,,2026-04-16T09:49:01
obaxVWO,scheduled,45494c18-33d0-5dd6-8146-6b7a6246f57b,1,,2026-03-12T13:06:36
pb69AGZ,scheduled,9b81adf0-bbf5-5aa7-8ae7-80cb4848e870,3,,2026-03-13T15:58:31
pb69W6V,scheduled,658e910e-d02f-5910-a524-3901a3790f9a,2,,2026-04-16T17:18:43
pb69xgb,scheduled,5ee3ee2f-96aa-5880-b10e-8747cd12cfb9,2,,2026-04-17T14:01:12
pb6Ex68,scheduled,011a7233-bcc7-5b49-a46e-68dde9d47718,4,,2026-03-25T16:23:46
pb6PR48,scheduled,31906b2c-c000-59fd-8ddf-13870d65d099,4,,2026-04-16T18:02:41
pb6kZZJ,scheduled,9b81adf0-bbf5-5aa7-8ae7-80cb4848e870,2,,2026-03-13T15:58:31
q47X7Ek,scheduled,0ceb8cba-17bc-50d3-b55f-75deb14ed429,3,,2026-03-13T10:20:43
q47XQa2,scheduled,a2e83f99-35e1-5d1a-86c3-331f3229cc75,5,,2026-04-20T11:29:52
q47bbqg,scheduled,bea91d85-2037-5c80-8095-b1d16d1a3b69,2,,2026-04-20T11:27:02
q47qVE7,scheduled,85079871-f72b-53f9-ada7-b5583da10de3,4,,2026-03-13T11:15:52
q47qlvO,scheduled,ae11df5a-5c45-54a1-aeda-9cf5f855f737,1,,2026-04-16T17:59:22
q4k6egd,unassigned,,,,2026-04-03T09:16:39
q4p1Wl8,scheduled,ddffb4ab-92ad-59fd-88f4-b232a74ade81,2,,2026-04-17T14:01:12
rj1Nqdp,scheduled,338c97eb-78b3-5047-96db-d3656f18d647,1,,2026-04-23T10:05:41
rjYXeXo,scheduled,b2df1c97-1cc2-542f-8d98-d5a7ccdce4c0,2,,2026-03-13T14:31:09
rjbBqgv,scheduled,338c97eb-78b3-5047-96db-d3656f18d647,5,,2026-04-23T10:05:41
rjbQdvL,scheduled,6dae8a17-981c-5a51-ac6a-b02d20d7d7ef,4,,2026-04-17T13:57:12
rjbb9N5,scheduled,c39d5181-fe34-5d91-a10a-d23cd0855326,2,,2026-03-13T15:45:59
